"ARN","Name","WikiConfirmed","DeathDateConfirmed","IsDuplicate"
"59","Ferreira, José Gomes","TRUE","TRUE","FALSE"
"60","Montel, Maurice","TRUE","TRUE","FALSE"
"61","Spivak, Lawrence","FALSE","FALSE","FALSE"
"62","Heemstra, Ella van","TRUE","TRUE","FALSE"
"63","Matisse, Pierre","TRUE","TRUE","FALSE"
"64","Bormann, Martin","TRUE","TRUE","FALSE"
"65","Reutter, Hermann","TRUE","TRUE","FALSE"
"66","Irons, Evelyn","TRUE","TRUE","FALSE"
"67","Abba, Marta","TRUE","TRUE","FALSE"
"68","Brancato, Antoine","TRUE","TRUE","FALSE"
"69","Rød, Knut","TRUE","TRUE","FALSE"
"70","Blasetti, Alessandro","TRUE","TRUE","FALSE"
"71","Meyer, Marie M.","FALSE","FALSE","FALSE"
"72","Laye, Evelyn","TRUE","TRUE","FALSE"
"73","Teresa of the Andes","TRUE","TRUE","FALSE"
"74","Merle d'Aubigné, Robert","TRUE","TRUE","FALSE"
"75","Esser, Hermann","TRUE","TRUE","FALSE"
"76","Kohn, Althea","FALSE","FALSE","FALSE"
"77","Crevel, René","TRUE","TRUE","FALSE"
"78","Repetto, Rose","TRUE","TRUE","FALSE"
"79","Høst, Gunnar","TRUE","TRUE","FALSE"
"80","Jensen, L. J.","FALSE","FALSE","FALSE"
"81","Zwikker, Cornelis","FALSE","FALSE","FALSE"
"82","Ghering, Leo","TRUE","TRUE","FALSE"
"83","Conti, Leonardo","TRUE","TRUE","FALSE"
"84","Schröder-Auerbach, Cornelia","TRUE","TRUE","FALSE"
"85","Krebs, Hans Adolf","TRUE","TRUE","FALSE"
"86","Nitzchke, Oscar","TRUE","TRUE","FALSE"
"87","Green, Julien","TRUE","TRUE","FALSE"
"88","Hilton, James","FALSE","FALSE","FALSE"
"89","Jones, Alfred Winslow","TRUE","TRUE","FALSE"
"90","Florey, Robert","TRUE","TRUE","FALSE"
"91","Krefting, Ruth","TRUE","TRUE","FALSE"
"92","Dantzig, David van","TRUE","TRUE","FALSE"
"93","Kolbe, Fritz","TRUE","TRUE","FALSE"
"94","Degueldre, Germaine","TRUE","FALSE","FALSE"
"95","Himmler, Heinrich","TRUE","TRUE","FALSE"
"96","Stevens, Thomas","TRUE","FALSE","FALSE"
"97","Ghislaine, Princess consort of Monaco","TRUE","TRUE","FALSE"
"98","Feld, Fritz","TRUE","TRUE","FALSE"
"99","van Asch van Wijck, C. C.","TRUE","TRUE","FALSE"
"100","Berger, Erna","TRUE","TRUE","FALSE"
"101","Carobbi, Guido","TRUE","TRUE","FALSE"
"102","Nijhoff, Loudi","FALSE","FALSE","FALSE"
"103","Valle, Juvencio","TRUE","TRUE","FALSE"
"104","Wuermeling, Franz-Josef","TRUE","TRUE","FALSE"
"105","Seghers, Anna","TRUE","TRUE","FALSE"
"106","Feldberg, Wilhelm","TRUE","TRUE","FALSE"
"107","Richter, Kurt","TRUE","TRUE","FALSE"
"108","Douglas, Helen Gahagen","TRUE","TRUE","FALSE"
"109","Isabelle, Princess Orléans","FALSE","FALSE","FALSE"
"110","Schulz, Erwin","TRUE","TRUE","FALSE"
"111","Richard, Maria","FALSE","FALSE","FALSE"
"112","Dauzat, Eugénie","TRUE","TRUE","FALSE"
"113","Sargent, Lois Haines","FALSE","FALSE","FALSE"
"114","Homosexual 3943","FALSE","FALSE","FALSE"
"115","Bell, Marie","TRUE","TRUE","FALSE"
"116","Wurtz, Suzanne","TRUE","TRUE","FALSE"
"117","Schwarzhaupt, Elisabeth","TRUE","TRUE","FALSE"
"118","Oswald, Marianne","TRUE","TRUE","FALSE"
"119","Tresckow, Henning von","TRUE","TRUE","FALSE"
"120","Roche, Jean","FALSE","FALSE","FALSE"
"121","Lühr, Carl Fredrik","TRUE","TRUE","FALSE"
"122","Cassandre","TRUE","TRUE","FALSE"
"123","Gable, Clark","TRUE","TRUE","FALSE"
"124","Kid, Mary","TRUE","TRUE","FALSE"
"125","Conti, Roger","FALSE","FALSE","FALSE"
"126","Brauer, Richard","TRUE","TRUE","FALSE"
"127","Ebertin, Reinhold","FALSE","FALSE","FALSE"
"128","Dubos, Rene Jules","TRUE","TRUE","FALSE"
"129","Eyring, Henry","TRUE","TRUE","FALSE"
"130","Lorant, Stefan","TRUE","TRUE","FALSE"
"131","Ende, Edgar","TRUE","TRUE","FALSE"
"132","Pauling, Linus","TRUE","TRUE","FALSE"
"133","Périer, Odilon-Jean","TRUE","TRUE","FALSE"
"134","Seuphor, Michel","TRUE","TRUE","FALSE"
"135","Burrier, Suzanne","TRUE","TRUE","FALSE"
"136","Fiedler, Erich","TRUE","TRUE","FALSE"
"137","Hall, Manly P.","TRUE","TRUE","FALSE"
"138","Palewski, Gaston","TRUE","TRUE","FALSE"
"139","Anton, Archduke of Austria","TRUE","TRUE","FALSE"
"140","Ridenour-Snyder, Jeannette","FALSE","FALSE","FALSE"
"141","Brudieux, Marie","TRUE","TRUE","FALSE"
"142","Leprince-Ringuet, Louis","TRUE","TRUE","FALSE"
"143","Märtha, Princess of Sweden","TRUE","TRUE","FALSE"
"144","Pezzoni, Margherita","FALSE","FALSE","FALSE"
"145","Bois, Curt","TRUE","TRUE","FALSE"
"146","Winterfeld, Henry","TRUE","TRUE","FALSE"
"147","Wescott, Glenway","TRUE","TRUE","FALSE"
"148","Ødegård, Ørnulv","TRUE","TRUE","FALSE"
"149","Lacan, Jacques","TRUE","TRUE","FALSE"
"150","Pleven, René","TRUE","TRUE","FALSE"
"151","Nissen, Eli","TRUE","TRUE","FALSE"
"152","Beurlen, Karl","TRUE","TRUE","FALSE"
"153","Leiris, Michel","TRUE","TRUE","FALSE"
"154","Hirohito, Emperor of Japan","TRUE","TRUE","FALSE"
"155","Billy, Madame","FALSE","FALSE","FALSE"
"156","Rosenhauer, Theodor","TRUE","TRUE","FALSE"
"157","Strøm, Axel","TRUE","TRUE","FALSE"
"158","Berg, Sigrun","TRUE","TRUE","FALSE"
"159","Euwe, Max","TRUE","TRUE","FALSE"
"160","Brabant, Andrée","TRUE","TRUE","FALSE"
"161","Schultz, Alexander","TRUE","TRUE","FALSE"
"162","Jaffré, François","TRUE","FALSE","FALSE"
"163","Brunier, Charles","TRUE","TRUE","FALSE"
"164","Chaparro, Ernesto","TRUE","TRUE","FALSE"
"165","Sanchez Blazquez, Salustiano","TRUE","FALSE","FALSE"
"166","Jervell, Anton","TRUE","TRUE","FALSE"
"167","Lefebvre, Henri","TRUE","TRUE","FALSE"
"168","Anastasia, Grand Duchess","TRUE","TRUE","FALSE"
"169","Dunn, Red","TRUE","TRUE","FALSE"
"170","Vernon, Suzy","TRUE","TRUE","FALSE"
"171","Florit, Ermenegildo","TRUE","TRUE","FALSE"
"172","Fyrst, Walter","TRUE","TRUE","FALSE"
"173","Knuth, Gustav","TRUE","TRUE","FALSE"
"174","Cartland, Barbara","TRUE","TRUE","FALSE"
"175","Cooman d'Herlinckhove, Jean de","TRUE","FALSE","FALSE"
"176","Finzi, Gerald","TRUE","TRUE","FALSE"
"177","Maier, Otto","TRUE","TRUE","FALSE"
"178","Abbagnano, Nicola","TRUE","TRUE","FALSE"
"179","Arellano, David","TRUE","TRUE","FALSE"
"180","Dubuffet, Jean","TRUE","TRUE","FALSE"
"181","Blitz, Gérard","FALSE","FALSE","FALSE"
"182","Armstrong, Louis","TRUE","TRUE","FALSE"
"183","Ording, Henny","TRUE","TRUE","FALSE"
"184","Autant-Lara, Claude","TRUE","TRUE","FALSE"
"185","Odette, Mary","TRUE","TRUE","FALSE"
"186","Rasetti, Franco","TRUE","TRUE","FALSE"
"187","Gunckel Lüer, Hugo","TRUE","TRUE","FALSE"
"188","Delmas, Suzanne","FALSE","FALSE","FALSE"
"189","Lépine, Pierre","TRUE","TRUE","FALSE"
"190","De Antoni, Charles","TRUE","TRUE","FALSE"
"191","Stephens, Harvey","TRUE","TRUE","FALSE"
"192","de Quay, Jan","TRUE","TRUE","FALSE"
"193","Lassen, Elna","TRUE","FALSE","FALSE"
"194","Groen, Appie","TRUE","TRUE","FALSE"
"195","Serrano Súñer, Ramón","TRUE","TRUE","FALSE"
"196","Torres, Francisca Garcia","TRUE","FALSE","FALSE"
"197","Joly, Andrée","TRUE","TRUE","FALSE"
"198","Simonsen, Melvin","TRUE","TRUE","FALSE"
"199","Villagrán García, José","TRUE","TRUE","FALSE"
"200","Bresson, Robert","TRUE","TRUE","FALSE"
"201","Bouwmeester, Lily","TRUE","TRUE","FALSE"
"202","Fermi, Enrico","TRUE","TRUE","FALSE"
"203","Baboul, Eudoxie","TRUE","FALSE","FALSE"
"204","Giacometti, Alberto","TRUE","TRUE","FALSE"
"205","Schiøll, Nic","TRUE","TRUE","FALSE"
"206","Garrone, Gabriel-Marie","TRUE","TRUE","FALSE"
"207","Ingstad, Kaare","TRUE","TRUE","FALSE"
"208","Rubio, Ana María Vela","TRUE","FALSE","FALSE"
"209","Van Steenis, Kees","TRUE","TRUE","FALSE"
"210","Leopold III, King of Belgium","TRUE","TRUE","FALSE"
"211","Vochelle, Jean Léon","FALSE","FALSE","FALSE"
"212","Goebbels, Magda","TRUE","TRUE","FALSE"
"213","Margaria, Rodolfo","TRUE","TRUE","FALSE"
"214","Drews, Berta","TRUE","TRUE","FALSE"
"215","Rodrigo, Joaquín","TRUE","TRUE","FALSE"
"216","Loubignac, Jean","TRUE","TRUE","FALSE"
"217","Gray, Jane","TRUE","FALSE","FALSE"
"218","Arbez, Max","TRUE","FALSE","FALSE"
"219","Disney, Walt","TRUE","TRUE","FALSE"
"220","Heisenberg, Werner","TRUE","TRUE","FALSE"
"221","Erickson, Milton","TRUE","TRUE","FALSE"
"222","Salis, Jean Rodolphe van","TRUE","TRUE","FALSE"
"223","Cochet, Henri","TRUE","TRUE","FALSE"
"224","Pitchforth, Gerald","FALSE","FALSE","FALSE"
"225","Mead, Margaret","TRUE","TRUE","FALSE"
"226","Josyane","TRUE","FALSE","FALSE"
"227","Van de Kamp, Peter","TRUE","TRUE","FALSE"
"228","Dietrich, Marlene","TRUE","TRUE","FALSE"
"229","Blanke, Henry","TRUE","TRUE","FALSE"
"230","Mallo, Maruja","TRUE","TRUE","FALSE"
"231","Sicard, Solange","TRUE","FALSE","FALSE"
"232","Beuve-Méry, Hubert","TRUE","TRUE","FALSE"
"233","Rosenberg, Alfons","TRUE","FALSE","FALSE"
"234","Bing, Rudolph","TRUE","TRUE","FALSE"
"235","Wagner, Max","TRUE","TRUE","FALSE"
"236","Souret, Agnès","TRUE","TRUE","FALSE"
"237","Lecourtois, Daniel","TRUE","TRUE","FALSE"
"238","Ter Braak, Menno","TRUE","TRUE","FALSE"
"239","Herzstark, Curt","TRUE","TRUE","FALSE"
"240","Marchal, Arlette","TRUE","TRUE","FALSE"
"241","Álvarez Bravo, Manuel","TRUE","TRUE","FALSE"
"242","Bugge, Astrid","TRUE","TRUE","FALSE"
"243","Scholtz-Klink, Gertrud","TRUE","TRUE","FALSE"
"244","Corrigan, Crash","TRUE","TRUE","FALSE"
"245","Vercors","TRUE","TRUE","FALSE"
"246","Baranger, Marie","TRUE","FALSE","FALSE"
"247","Rühmann, Heinz","TRUE","TRUE","FALSE"
"248","Migliorini, Elio","TRUE","TRUE","FALSE"
"249","Park, Robert H.","TRUE","FALSE","FALSE"
"250","Ghijs, Louisa","TRUE","TRUE","FALSE"
"251","Hagelin, Anne-Marie","TRUE","FALSE","FALSE"
"252","Klemm, Richard","TRUE","FALSE","FALSE"
"253","Basset, Gaby","TRUE","FALSE","FALSE"
"254","Ray, Paulette","TRUE","FALSE","FALSE"
"255","Wilson, Walter","TRUE","TRUE","FALSE"
"256","Higonnet, René","TRUE","TRUE","FALSE"
"257","Monod, Théodore","TRUE","TRUE","FALSE"
"258","Hausmann, Hans","FALSE","FALSE","FALSE"
"259","Henry, Marguerite","TRUE","TRUE","FALSE"
"260","Pessa, Fernando","TRUE","TRUE","FALSE"
"261","Torres Bodet, Jaime","TRUE","TRUE","FALSE"
"262","Baum, Julie","FALSE","FALSE","FALSE"
"263","Berthet, Emile","FALSE","FALSE","FALSE"
"264","Aabel, Per","TRUE","TRUE","FALSE"
"265","Tobey, Carl Payne","FALSE","FALSE","FALSE"
"266","Kastler, Alfred","TRUE","TRUE","FALSE"
"267","Ording, Jørgen Fredrik","TRUE","TRUE","FALSE"
"268","Geurtz, Cor","TRUE","FALSE","FALSE"
"269","Biemond, Arie","FALSE","FALSE","FALSE"
"270","Ernø, Gotfred","FALSE","FALSE","FALSE"
"271","Ophüls, Max","TRUE","TRUE","FALSE"
"272","Lauer, Jean-Philippe","TRUE","TRUE","FALSE"
"273","Lwoff, André","TRUE","TRUE","FALSE"
"274","Selznick, David O.","TRUE","TRUE","FALSE"
"275","Barzizza, Pippo","TRUE","TRUE","FALSE"
"276","Sahl, Hans","TRUE","TRUE","FALSE"
"277","Simmons, Al","TRUE","TRUE","FALSE"
"278","Joseph Clemens, Prince of Bavaria","TRUE","TRUE","FALSE"
"279","Marshall, Peter","TRUE","TRUE","FALSE"
"280","Monroe, Gladys","TRUE","TRUE","FALSE"
"281","Godin, Fanny","TRUE","FALSE","FALSE"
"282","Guillaumet, Henri","TRUE","TRUE","FALSE"
"283","Biberti, Robert","TRUE","FALSE","FALSE"
"284","Gotthelf, Herta","TRUE","TRUE","FALSE"
"285","Berton, Germaine","TRUE","TRUE","FALSE"
"286","Lewi, Grant","TRUE","FALSE","FALSE"
"287","Nay, Ernst Wilhelm","TRUE","TRUE","FALSE"
"288","Ribère, Eugène","TRUE","FALSE","FALSE"
"289","Schaap, Peter","TRUE","FALSE","FALSE"
"290","Vintousky, Robert","TRUE","TRUE","FALSE"
"291","Horn, Ester","TRUE","TRUE","FALSE"
"292","Schneeberger, Carlos","TRUE","TRUE","FALSE"
"293","Point, Victor","TRUE","FALSE","FALSE"
"294","Tewi, Thea","TRUE","TRUE","FALSE"
"295","Méndez, Leopoldo","TRUE","TRUE","FALSE"
"296","Wyler, William","TRUE","TRUE","FALSE"
"297","Lodge, Henry Cabot","TRUE","TRUE","FALSE"
"298","Deborgies, Albert","TRUE","TRUE","FALSE"
"299","Astor, Ava","TRUE","TRUE","FALSE"
"300","Widerøe, Rolf","TRUE","TRUE","FALSE"
"301","Anders, Günther","TRUE","TRUE","FALSE"
"302","Mendels, Josepha","TRUE","FALSE","FALSE"
"303","Mengelberg, Karel","TRUE","TRUE","FALSE"
"304","Schrader, Hugo","TRUE","TRUE","FALSE"
"305","Francescatti, Zino","TRUE","TRUE","FALSE"
"306","Siodmak, Curt","TRUE","TRUE","FALSE"
"307","Assunta, Archduchess of Austria","TRUE","TRUE","FALSE"
"308","Binda, Alfredo","TRUE","TRUE","FALSE"
"309","Montel, Blanche","TRUE","TRUE","FALSE"
"310","Buisson, Émile","TRUE","TRUE","FALSE"
"311","Sucher, Willi O.","FALSE","FALSE","FALSE"
"312","Riefenstahl, Leni","TRUE","TRUE","FALSE"
"313","Wolpe, Stefan","TRUE","TRUE","FALSE"
"314","Morandi, Riccardo","TRUE","TRUE","FALSE"
"315","Kirkland, Alexander","TRUE","FALSE","FALSE"
"316","Harnack, Mildred","TRUE","TRUE","FALSE"
"317","Filogamo, Nunzio","TRUE","TRUE","FALSE"
"318","Sartre, Victor","TRUE","FALSE","FALSE"
"319","Balz, Bruno","TRUE","TRUE","FALSE"
"320","Pierson, Suzy","TRUE","TRUE","FALSE"
"321","Cerf, André","TRUE","FALSE","FALSE"
"322","Franz, Eduard","TRUE","TRUE","FALSE"
"323","Jochum, Eugen","TRUE","TRUE","FALSE"
"324","Métraux, Alfred","TRUE","TRUE","FALSE"
"325","Lehmann, Hedwig Grossman","TRUE","FALSE","FALSE"
"326","Faithfull, Elsie Kathleen","FALSE","FALSE","FALSE"
"327","Götze, Walter","TRUE","TRUE","FALSE"
"328","Lie, Harald","TRUE","TRUE","FALSE"
"329","Leclerc, Jacques-Philippe","TRUE","TRUE","FALSE"
"330","Veen, Gerrit Jan van der","TRUE","TRUE","FALSE"
"331","Tréville, Roger","TRUE","TRUE","FALSE"
"332","Adam, Alexander","TRUE","FALSE","FALSE"
"333","Norberg-Schulz, Wenche","TRUE","TRUE","FALSE"
"334","Bosse-Platière, Henri","FALSE","FALSE","FALSE"
"335","Birth Defect: Body 4065","FALSE","FALSE","FALSE"
"336","Bidot, Marcel","TRUE","TRUE","FALSE"
"337","Lohkamp, Emil","TRUE","TRUE","FALSE"
"338","Anxionnaz, Paul","TRUE","TRUE","FALSE"
"339","Gucci, Grimalda","FALSE","FALSE","FALSE"
"340","Garza Gutiérrez, Rafael","TRUE","TRUE","FALSE"
"341","Hinz, Werner","TRUE","TRUE","FALSE"
"342","Nyiregyhazi, Ervin","TRUE","TRUE","FALSE"
"343","de Wohl, Louis","TRUE","TRUE","FALSE"
"344","Imich, Alexander","TRUE","TRUE","FALSE"
"345","Arrau, Claudio","TRUE","TRUE","FALSE"
"346","Vietinghoff, Egon von","TRUE","TRUE","FALSE"
"347","López Méndez, Ricardo","TRUE","TRUE","FALSE"
"348","Baird, Wilma H.","FALSE","FALSE","FALSE"
"349","Simenon, Georges","TRUE","TRUE","FALSE"
"350","Oubradous, Fernand","TRUE","TRUE","FALSE"
"351","Nin, Anaïs","TRUE","TRUE","FALSE"
"352","Burda, Franz","TRUE","TRUE","FALSE"
"353","Picolo, René","FALSE","FALSE","FALSE"
"354","Subiabre, Guillermo","TRUE","TRUE","FALSE"
"355","Rohrbach, Hans","TRUE","TRUE","FALSE"
"356","L'Orange, Hans Peter","TRUE","TRUE","FALSE"
"357","Michels, Charles","TRUE","FALSE","FALSE"
"358","Stein, Erwin","TRUE","TRUE","FALSE"
"359","Meyer, Albert Gregory","TRUE","TRUE","FALSE"
"360","Kawānanakoa, Abigail Kapiolani","TRUE","TRUE","FALSE"
"361","Damerius-Koenen, Emmy","TRUE","TRUE","FALSE"
"362","Gimié, Léopold","TRUE","FALSE","FALSE"
"363","Caffarena, Elena","TRUE","TRUE","FALSE"
"364","Berlin, Ellin","TRUE","TRUE","FALSE"
"365","Butenandt, Adolf","TRUE","TRUE","FALSE"
"366","Barnes, Binnie","TRUE","TRUE","FALSE"
"367","Abetz, Otto Friedrich","FALSE","FALSE","FALSE"
"368","Mørland, Henning","TRUE","TRUE","FALSE"
"369","Voilier, Jean","TRUE","FALSE","FALSE"
"370","Álvarez Bravo, Lola","TRUE","TRUE","FALSE"
"371","Ross, Marion","FALSE","FALSE","FALSE"
"372","Josylla, Odette","TRUE","FALSE","FALSE"
"373","Tinbergen, Jan","TRUE","TRUE","FALSE"
"374","Arendt, Erich","TRUE","TRUE","FALSE"
"375","Trémeaud, André-Marie","TRUE","TRUE","FALSE"
"376","Ulbricht, Lotte","TRUE","TRUE","FALSE"
"377","Skjønsberg, Tor","TRUE","TRUE","FALSE"
"378","Doro, Mino","TRUE","TRUE","FALSE"
"379","Probst, Netty","TRUE","FALSE","FALSE"
"380","Van Velde, Jacoba","TRUE","TRUE","FALSE"
"381","Jonas, Hans","TRUE","TRUE","FALSE"
"382","Lilli, August","FALSE","FALSE","FALSE"
"383","Schneider, Willy","TRUE","TRUE","FALSE"
"384","Went, Frits Warmolt","TRUE","TRUE","FALSE"
"385","Desmazières, Stéphane","FALSE","FALSE","FALSE"
"386","Rocard, Yves","TRUE","TRUE","FALSE"
"387","Pétillon, Léo","TRUE","TRUE","FALSE"
"388","Gibson, Frances","FALSE","FALSE","FALSE"
"389","Yourcenar, Marguerite","TRUE","TRUE","FALSE"
"390","Strøm, Ferdinand","TRUE","TRUE","FALSE"
"391","Saraceno, Pasquale","TRUE","TRUE","FALSE"
"392","Borinski, Friedrich","TRUE","TRUE","FALSE"
"393","Radiguet, Raymond","TRUE","TRUE","FALSE"
"394","Rol, Gustavo","TRUE","TRUE","FALSE"
"395","Brossolette, Pierre","TRUE","TRUE","FALSE"
"396","Heimann, Heidi","TRUE","FALSE","FALSE"
"397","Johnson, Amy","TRUE","FALSE","FALSE"
"398","Douglas-Home, Alec","TRUE","TRUE","FALSE"
"399","Olav V, King of Norway","TRUE","TRUE","FALSE"
"400","Rostagni, Antonio","TRUE","TRUE","FALSE"
#NAME?
"402","Borchers, Heinz","TRUE","TRUE","FALSE"
"403","Cleveland, Francis","TRUE","TRUE","FALSE"
"404","Leenhardt, Roger","TRUE","TRUE","FALSE"
"405","Helbling, Jeanne","TRUE","TRUE","FALSE"
"406","Rondello, Honorine","TRUE","TRUE","FALSE"
"407","Camryn, Walter","FALSE","FALSE","FALSE"
"408","Klingenberg, Ørn","TRUE","TRUE","FALSE"
"409","Breckinridge, Bunny","TRUE","TRUE","FALSE"
"410","Eisenblätter, Charlotte","TRUE","TRUE","FALSE"
"411","North, John","TRUE","TRUE","FALSE"
"412","Bruckman, Loki","TRUE","TRUE","FALSE"
"413","Hickey, Isabel","FALSE","FALSE","FALSE"
"414","Dauphin, Claude","FALSE","FALSE","FALSE"
"415","Devos, Gérard","TRUE","TRUE","FALSE"
"416","Mareuil, Simone","TRUE","TRUE","FALSE"
"417","Dantzer, Marc","TRUE","FALSE","FALSE"
"418","Leprohon, Pierre","TRUE","FALSE","FALSE"
"419","Adorno, Theodor W.","TRUE","TRUE","FALSE"
"420","Aurenche, Jean","TRUE","TRUE","FALSE"
"421","Bruu, Reidar","TRUE","TRUE","FALSE"
"422","Colbert, Claudette","TRUE","TRUE","FALSE"
"423","Zerbe, Karl","TRUE","TRUE","FALSE"
"424","Chapelet, Roger","FALSE","FALSE","FALSE"
"425","Finne-Grønn, Hans","TRUE","TRUE","FALSE"
"426","Vreeland, Diana","TRUE","TRUE","FALSE"
"427","Tap, Wim","TRUE","TRUE","FALSE"
"428","Day, Evangeline","FALSE","FALSE","FALSE"
"429","Kaltenbrunner, Ernst","TRUE","TRUE","FALSE"
"430","Broedelet, Joekie","TRUE","FALSE","FALSE"
"431","O'Harris, Pixie","TRUE","TRUE","FALSE"
"432","Ferrero, Leo","FALSE","FALSE","FALSE"
"433","Brunhoff, Cécile de","TRUE","TRUE","FALSE"
"434","Draeger, Jacques","FALSE","FALSE","FALSE"
"435","Perriand, Charlotte","TRUE","TRUE","FALSE"
"436","Helena, Archduchess of Austria","TRUE","TRUE","FALSE"
"437","Tardieu, Jean","TRUE","FALSE","FALSE"
"438","Dilweg, LaVern","TRUE","TRUE","FALSE"
"439","Physician 4119","FALSE","FALSE","FALSE"
"440","McGuire, Georgia","FALSE","FALSE","FALSE"
"441","Radusch, Hilde","TRUE","TRUE","FALSE"
"442","Pérugia, Noémie","TRUE","TRUE","FALSE"
"443","Dumesnil, Jacques","TRUE","TRUE","FALSE"
"444","Duval, Léon-Étienne","TRUE","TRUE","FALSE"
"445","Ashton, Queenie","FALSE","FALSE","FALSE"
"446","Michard, Lucien","TRUE","FALSE","FALSE"
"447","Giraud, Marie-Louise","TRUE","TRUE","FALSE"
"448","Rivkin, Allen","FALSE","FALSE","FALSE"
"449","Rom, Per","TRUE","TRUE","FALSE"
"450","Heesters, Johannes","TRUE","TRUE","FALSE"
"451","Nelson, John H.","FALSE","FALSE","FALSE"
"452","Hiorthøy, Finn","TRUE","FALSE","FALSE"
"453","Brendel, Maria Weigert","TRUE","TRUE","FALSE"
"454","Paley, Irina","TRUE","TRUE","FALSE"
"455","Lacan, Madeleine","FALSE","FALSE","FALSE"
"456","Heitler, Walter","TRUE","TRUE","FALSE"
"457","Dixon, Jeane","TRUE","TRUE","FALSE"
"458","Prialé, Ramiro","TRUE","TRUE","FALSE"
"459","Brandt, Karl","TRUE","TRUE","FALSE"
"460","Fischer-Schweder, Bernhard","TRUE","TRUE","FALSE"
"461","Beaumont, Jean de","TRUE","TRUE","FALSE"
"462","Christie, Madeleine","TRUE","TRUE","FALSE"
"463","Jynge, Gert","TRUE","FALSE","FALSE"
"464","Balanchine, George","TRUE","TRUE","FALSE"
"465","MacBride, Seán","TRUE","TRUE","FALSE"
"466","Gross, Walter","TRUE","TRUE","FALSE"
"467","Büchler, Franz","TRUE","TRUE","FALSE"
"468","Randon, Lucile","TRUE","TRUE","FALSE"
"469","McVey, Lee","FALSE","FALSE","FALSE"
"470","Kennan, George F.","TRUE","TRUE","FALSE"
"471","Harvey, Martin","FALSE","FALSE","FALSE"
"472","Davis, Adelle","TRUE","TRUE","FALSE"
