Index	Name	BirthYear	DescriptionText
311	Helen Gurley Brown	1922	
312	Dexter Gordon	1923	
313	Roger Corman	1926	
314	Harry Belafonte	1927	
315	Robert Badinter	1928	
316	Beverly Sills	1929	
317	Michel Legrand	1932	
318	Raymond Poulidor	1936	
319	Ray Manzarek	1939	
320	David Crosby	1941	
321	Roger Ebert	1942	
322	Barry White	1944	
323	Hans Frank	1900	
324	Indro Montanelli	1909	
325	George Dantzig	1914	
326	El Santo	1917	
327	Thomas Starzl	1926	
328	Steve McQueen	1930	
329	John Baldessari	1931	
330	Kate Millett	1934	
331	Barbara Jordan	1936	
332	Cass Elliot	1941	
333	River Phoenix	1970	
334	Henning von Tresckow	1901	
335	Pierre Brossolette	1903	
336	SeÃ¡n MacBride	1904	
337	Matt Busby	1909	
338	Willy Brandt	1913	
339	JoÃ£o Havelange	1916	
340	Danielle Darrieux	1917	
341	Paul D. Boyer	1918	
342	Osamu Hayaishi	1920	
343	Dave Brubeck	1920	
344	Giuseppe Di Stefano	1921	
345	Eugene Stoner	1922	
346	Juliette GrÃ©co	1927	
347	Paul Volcker	1927	
348	Cannonball Adderley	1928	
349	Itamar Franco	1929	
350	Robert Curl	1933	
351	Bill Russell	1934	
352	Jacques d'Amboise	1934	
353	Vincent Bugliosi	1934	
354	Ferid Murad	1936	
355	Waylon Jennings	1937	
356	Eddie Cochran	1938	
357	Evel Knievel	1938	
358	Nick Drake	1948	
359	Roseanne Barr	1952	
360	Robert Doisneau	1912	
361	Tip O'Neill	1912	
362	Mary Martin	1913	
363	Miguel Delibes	1920	
364	Chuck Yeager	1923	
365	Wes Montgomery	1923	
366	Yvonne Choquet-Bruhat	1923	
367	Franco Basaglia	1924	
368	Pope Benedict XVI	1927	
369	HÃ©lÃ¨ne CarrÃ¨re d'Encausse	1929	
370	Robert H. Dennard	1932	
371	Barry Humphries	1934	
372	Charles Manson	1934	
373	Tammy Wynette	1942	
374	Susan Wojcicki	1968	
375	Teresa of the Andes	1900	
376	Frits Philips	1905	
377	Cantinflas	1911	
378	Gino Bartali	1914	
379	Glenn Ford	1916	
380	Lou Harrison	1917	
381	Edward Gorey	1925	
382	Claude Lanzmann	1925	
383	Leslie Nielsen	1926	
384	Anne McCaffrey	1926	
385	Donald Glaser	1926	
386	Helmut Kohl	1930	
387	Silvio Santos	1930	
388	Van Cliburn	1934	
389	Roger Maris	1934	
390	Joan Didion	1934	
391	Chuck Close	1940	
392	Keith Emerson	1944	
393	Christina Onassis	1950	
394	James Horner	1953	
395	Jim Carrey	1962	
396	Elliott Smith	1969	
397	Franco Rasetti	1901	
398	Juan O'Gorman	1905	
399	Willis Lamb	1913	
400	Bernd Alois Zimmermann	1918	
401	Owen Chamberlain	1920	
402	Carol Channing	1921	
403	Ellsworth Kelly	1923	
404	Sarah Vaughan	1924	
405	Jean-FranÃ§ois Lyotard	1924	
406	Robert Altman	1925	
407	Tony Benn	1925	
408	Robert Rauschenberg	1925	
409	FranÃ§ois Furet	1927	
410	FÃ©lix RodrÃ­guez de la Fuente	1928	
411	John Updike	1932	
412	Hubert Reeves	1932	
413	Syd Mead	1933	
414	David McCallum	1933	
415	Michael Graves	1934	
416	Bernard Pivot	1935	
417	Claude AllÃ¨gre	1937	
418	Natalie Wood	1938	
419	Captain Beefheart	1941	
420	Arthur Ashe	1943	
421	Jack Layton	1950	
422	Ellen DeGeneres	1958	
423	Rodney King	1965	
424	Johannes Heesters	1903	
425	Jean Harlow	1911	
426	Michel DebrÃ©	1912	
427	Karl Malden	1912	
428	Eugene McCarthy	1916	
429	Kirk Douglas	1916	
430	Lothar-GÃ¼nther Buchheim	1918	
431	John Houbolt	1919	
432	Arthur Pardee	1921	
433	Ugo Tognazzi	1922	
434	Margherita Hack	1922	
435	Roger Guillemin	1924	
436	John Ashbery	1927	
437	Alfredo Kraus	1927	
438	Hans KÃ¼ng	1928	
439	Nigel Hawthorne	1929	
440	Ronnie Barker	1929	
441	Sonia Rykiel	1930	
442	John Barth	1930	
443	Zeki MÃ¼ren	1931	
444	Frank Williams	1932	
445	Larry Flynt	1942	
446	James Gandolfini	1961	
447	JoaquÃ­n Rodrigo	1901	
448	Alfred Kastler	1902	
449	Hans Hartung	1904	
450	Hans Bethe	1906	
451	Herbert von Karajan	1908	
452	Cesare Pavese	1908	
453	Alfredo Stroessner	1912	
454	Roddy McDowall	1928	
455	Halston	1932	
456	Peter O'Toole	1932	
457	Gene Wilder	1933	
458	Hank Aaron	1934	
459	Dennis Hopper	1936	
460	Merle Haggard	1937	
461	Wayne Dyer	1940	
462	Rocio Jurado	1943	
463	Saroj Khan	1948	
464	Dale Earnhardt	1951	
465	Maria Schneider	1952	
466	Bill Maher	1956	
467	Marie Fredriksson	1958	
468	Jenni Rivera	1969	
469	Richard Brauer	1901	
470	Eugen Jochum	1902	
471	Paul Mellon	1907	
472	Burgess Meredith	1907	
473	Maxime Faget	1921	
474	Doris Day	1922	
475	Charlton Heston	1923	
476	Merv Griffin	1925	
477	Rock Hudson	1925	
478	Ken Russell	1927	
479	Pierre Troisgros	1928	
480	F. Lee Bailey	1933	
481	Harlan Ellison	1934	
482	Phil Donahue	1935	
483	Mary Tyler Moore	1936	
484	Phil Everly	1939	
485	Claude FranÃ§ois	1939	
486	Patrick Dupond	1959	
487	Ayrton Senna	1960	
488	Rolf WiderÃ¸e	1902	
489	Francisco Gabilondo Soler	1907	
490	Otto von Habsburg	1912	
491	Mickey Spillane	1918	
492	Theodore W. Allen	1919	
493	Betty White	1922	
494	Charles Aznavour	1924	
495	James Burke	1925	
496	Robert Bly	1926	
497	Robert Kearns	1927	
498	Gilbert BÃ©caud	1927	
499	Nichelle Nichols	1932	
500	Gene Cernan	1934	
501	Leonardo Del Vecchio	1935	
502	Milva	1939	
503	Jerry Springer	1944	
504	Ron Howard	1954	
505	Sam Simon	1955	
506	Conan O'Brien	1963	
507	Xavier Cugat	1900	
508	Claudio Arrau	1903	
509	George W. Romney	1907	
510	Franz Stangl	1908	
511	Gerda Taro	1910	
512	Jackie Ormes	1911	
513	Etty Hillesum	1914	
514	Helmut Schmidt	1918	
515	Roland Petit	1924	
516	Jacques Delors	1925	
517	Stan Freberg	1926	
518	Daniel Rostenkowski	1928	
519	Jimmie C. Holland	1928	
520	Emmanuel Le Roy Ladurie	1929	
521	JosÃ© Luis Cuevas	1931	
522	Richard Williams	1931	
523	Casey Kasem	1932	
524	Meadowlark Lemon	1933	
525	John Madden	1936	
526	Kris Kristofferson	1936	
527	Jean-Pierre Elkabbach	1937	
528	Mary Wilson	1944	
529	Naomi Judd	1946	
530	Natalie Cole	1950	
531	Payne Stewart	1957	
532	Alessandro Blasetti	1900	
533	Karl Brandt	1904	
534	Joseph Cotten	1905	
535	Jean DieudonnÃ©	1906	
536	Gabriel Figueroa	1907	
537	Lena Horne	1917	
538	Leona Helmsley	1920	
539	Lucian Pye	1921	
540	Sam Peckinpah	1925	
541	Angela Lansbury	1925	
542	Carlos Menem	1930	
543	Odetta	1930	
544	Robert Coover	1932	
545	Francis Lai	1932	
546	Mario Cuomo	1932	
547	Peter Fonda	1940	
548	Chantal Akerman	1950	
549	Patrick Swayze	1952	
550	Matthew Perry	1969	
551	Fritz London	1900	
552	Martin Bormann	1900	
553	ThÃ©odore Monod	1902	
554	Diana Vreeland	1903	
555	John O'Hara	1905	
556	Clifford Odets	1906	
557	Mary McCarthy	1912	
558	Santiago Carrillo	1915	
559	Donna Reed	1921	
560	Monty Hall	1921	
561	Jack Valenti	1921	
562	Laurent de Brunhoff	1925	
563	Miguel LeÃ³n-Portilla	1926	
564	Arnold Palmer	1929	
565	Paul Terasaki	1929	
566	Lorin Maazel	1930	
567	Jim Clark	1936	
568	William Lawvere	1937	
569	Peter Yarrow	1938	
570	Romy Schneider	1938	
571	Marie LaforÃªt	1939	
572	Molly Ivins	1944	
573	Patty Duke	1946	
574	Farrah Fawcett	1947	
575	Amy Winehouse	1983	
576	Michel Leiris	1901	
577	Miguel Torga	1907	
578	Ginger Rogers	1911	
579	Elena Garro	1916	
580	Cesar Manrique	1919	
581	Dino De Laurentiis	1919	
582	Bernard d'Espagnat	1921	
583	FranÃ§oise Gilot	1921	
584	Aaron Spelling	1923	
585	George Mikan	1924	
586	Roy Haynes	1925	
587	Iwao Takamoto	1925	
588	Zoot Sims	1925	
589	Leslie E. Robertson	1928	
590	Alain Rey	1928	
591	Edgar Mitchell	1930	
592	Owen Garriott	1930	
593	Debbie Reynolds	1932	
594	Shari Lewis	1933	
595	Jayne Mansfield	1933	
596	Alfred Biolek	1934	
597	Yves Coppens	1934	
598	Alasdair Gray	1934	
599	Donald D. Clayton	1935	
600	Bruce McEwen	1938	
601	Terrence McNally	1938	
602	James Hunt	1947	
603	Eddie Money	1949	
604	Lucky Dube	1964	
605	Henry Eyring	1901	
606	Yves Rocard	1903	
607	Henry Koster	1905	
608	Claude Simon	1913	
609	Raymond Aubrac	1914	
610	Irving Wallace	1916	
611	Robert S. McNamara	1916	
612	Alan W. Livingston	1917	
613	Pedro Infante	1917	
614	Juan GarcÃ­a Esquivel	1918	
615	John Carl Warnecke	1919	
616	Juan Soriano	1920	
617	Patrick Macnee	1922	
618	Bruce C. Heezen	1924	
619	Umberto Veronesi	1925	
620	Oswald Mathias Ungers	1926	
621	James Freeman Gilbert	1931	
622	Tomi Ungerer	1931	
623	Emmanuel Ungaro	1933	
624	William Friedkin	1935	
625	Roberta Flack	1937	
626	Helen Reddy	1941	
627	Maurizio Pollini	1942	
628	James Levine	1943	
629	Antal Dorati	1906	
630	Franz Kline	1910	
631	Jean-Louis Barrault	1910	
632	Bobby Riggs	1918	
633	Lorenzo Servitje	1918	
634	Anita O'Day	1919	
635	George Roy Hill	1921	
636	John Diebold	1926	
637	Janet Leigh	1927	
638	Roger Moore	1927	
639	Patti Page	1927	
640	Frank Borman	1928	
641	Jackie Mason	1928	
642	Bernard Haitink	1929	
643	Ermanno Olmi	1931	
644	Alan Bean	1932	
645	Jean-Jacques SempÃ©	1932	
646	Vernon Jordan	1935	
647	Deacon Jones	1938	
648	Stu Sutcliffe	1940	
649	Ted Kaczynski	1942	
650	Karen Silkwood	1946	
651	Ryan White	1971	
652	Rudolf Arnheim	1904	
653	Bruno Rossi	1905	
654	Samuel Barber	1910	
655	Joseph Luns	1911	
656	Caspar Weinberger	1917	
657	Keith Tantlinger	1919	
658	Ricardo MontalbÃ¡n	1920	
659	Pierre-Yves TrÃ©mois	1921	
660	Renata Tebaldi	1922	
661	Harry Reasoner	1923	
662	James Arness	1923	
663	Jean-FranÃ§ois Revel	1924	
664	Ramsey Clark	1927	
665	Chuck Barris	1929	
666	Roy E. Disney	1930	
667	Barbara Gittings	1932	
668	Gordon M. Shepherd	1933	
669	Donald Bitzer	1934	
670	Jacques Loussier	1934	
671	Edward C. Stone	1936	
672	A. B. Yehoshua	1936	
673	Brian Mulroney	1939	
674	Tom Brokaw	1940	
675	Patrice ChÃ©reau	1944	
676	GG Allin	1956	
677	Carlo Urbani	1956	
678	Paul-Emile Victor	1907	
679	GisÃ¨le Freund	1908	
680	Olivia De Havilland	1916	
681	Amalia HernÃ¡ndez	1917	
682	Jelle Zijlstra	1918	
683	Allen Drury	1918	
684	Jean-Claude Pecker	1923	
685	Gloria Vanderbilt	1924	
686	Eugenio Scalfari	1924	
687	Harlon Block	1924	
688	William Styron	1925	
689	Leon Knopoff	1925	
690	Michel Piccoli	1925	
691	Roger Taillibert	1926	
692	Norman Jewison	1926	
693	Dick Dale	1926	
694	John Warner	1927	
695	Pancho Gonzales	1928	
696	Francesco Cossiga	1928	
697	Marion Woodman	1928	
698	Tony Franciosa	1928	
699	Bob Newhart	1929	
700	Jim Jones	1931	
701	Cissy Houston	1933	
702	Eldridge Moores	1938	
703	Sharon Tate	1943	
704	Jan Palach	1948	
705	James Ingram	1952	
706	Grete Waitz	1953	
707	Eric Larson	1905	
708	Max Bill	1908	
709	Giulio Carlo Argan	1909	
710	Hans Wegner	1914	
711	Bill Melendez	1916	
712	Robert Bloch	1917	
713	Shelley Winters	1920	
714	Madelyn Pugh	1921	
715	Federico Zeri	1921	
716	Joe Gold	1922	
717	Serge Reggiani	1922	
718	Ava Gardner	1922	
719	ValÃ©ry Giscard d'Estaing	1926	
720	Emmanuelle Riva	1927	
721	Barron Hilton	1927	
722	Claude Bolling	1930	
723	Michel GuÃ©rard	1933	
724	Tim Conway	1933	
725	Bernard Shaw	1940	
726	Paddy Ashdown	1941	
727	Wolfgang Petersen	1941	
728	Penny Marshall	1943	
729	Guy Hocquenghem	1946	
730	SebastiÃ¡n PiÃ±era	1949	
731	Chris Evert	1954	
732	Rachel Corrie	1979	
733	Anna Seghers	1900	
734	Stefan Wolpe	1902	
735	Mildred Harnack	1902	
736	Lola Ãlvarez Bravo	1903	
737	CÃ©cile de Brunhoff	1903	
738	John Dickson Carr	1906	
739	John Gorton	1911	
740	James Callaghan	1912	
741	William H. Riker	1920	
742	Lloyd Bentsen	1921	
743	Hugh Downs	1921	
744	Benjamin Creme	1922	
745	Brent Scowcroft	1925	
746	Charles Mackerras	1925	
747	Patricia Neal	1926	
748	Ingeborg Bachmann	1926	
749	Robert Schuller	1926	
750	William Ruckelshaus	1932	
751	April Ashley	1935	
752	Alain Delon	1935	
753	Burt Reynolds	1936	
754	Nancy Wilson	1937	
755	Robert Smithson	1938	
756	Sue Grafton	1940	
757	Rennie Davis	1940	
758	Tony Mendez	1940	
759	Ryan O'Neal	1941	
760	NanÃ¡ Vasconcelos	1944	
761	Marianne Faithfull	1946	
762	Magda Goebbels	1901	
763	Alec Douglas-Home	1903	
764	Mary Astor	1906	
765	Harold Holt	1908	
766	Bunny Berigan	1908	
767	HervÃ© Bazin	1911	
768	Theodore Puck	1916	
769	Tadd Dameron	1917	
770	Jennifer Jones	1919	
771	Lana Turner	1921	
772	AndrÃ© CourrÃ¨ges	1923	
773	Zizi Jeanmaire	1924	
774	Marc Ferro	1924	
775	Michel Bouquet	1925	
776	Jacques Mayol	1927	
777	Norman Bridwell	1928	
778	Dolphy	1928	
779	Eddie Fisher	1928	
780	James McDivitt	1929	
781	Wallace Smith Broecker	1931	
782	Richard Lugar	1932	
783	Renata Scotto	1934	
784	Sid Sheinberg	1935	
785	Peter Schickele	1935	
786	Donald Sutherland	1935	
787	Diahann Carroll	1935	
788	Bob Gibson	1935	
789	Tom Smothers	1937	
790	Peter Bogdanovich	1939	
791	Valerie Harper	1939	
792	Roger Ailes	1940	
793	Lynn Redgrave	1943	
794	Dennis Wilson	1944	
795	Goldie Hawn	1945	
796	Ellison Onizuka	1946	
797	Suzanne Somers	1946	
798	Joel McCrea	1905	
799	Victor Borge	1909	
800	Silvio Zavala	1909	
801	Johannes Willebrands	1909	
802	Luise Rainer	1910	
803	Polykarp Kusch	1911	
804	Vincent Price	1911	
805	Manolete	1917	
806	Birgit Nilsson	1918	
807	Arnold Keyserling	1922	
808	Marcel Conche	1922	
809	Sheila Scott	1922	
810	Jean Graton	1923	
811	Ralph D. Winter	1924	
812	Harry Dean Stanton	1926	
813	Martial Solal	1927	
814	William Claxton	1927	
815	Charles A. Reich	1928	
816	Hebe Camargo	1929	
817	Ralph McQuarrie	1929	
818	Francesco Alberoni	1929	
819	Gena Rowlands	1930	
820	Frank Gifford	1930	
821	Philippe Noiret	1930	
822	Rip Torn	1931	
823	Claude Lorius	1932	
824	Robert Goulet	1933	
825	MylÃ¨ne Demongeot	1935	
826	JosÃ© Mojica Marins	1936	
827	Craig Breedlove	1937	
828	Herb Brooks	1937	
829	Ruy Ohtake	1938	
830	Angel Nieto	1947	
831	Molly Ringwald	1968	
832	Luigi Longo	1900	
833	Eduardo De Filippo	1900	
834	Cassandre	1901	
835	Gerald Finzi	1901	
836	Leigh Harline	1907	
837	Milton Berle	1908	
838	Wilbert Awdry	1911	
839	Juan Manuel Fangio	1911	
840	Loretta Young	1913	
841	JuliÃ¡n MarÃ­as	1914	
842	Marcel Cerdan	1916	
843	Esther Cooper Jackson	1917	
844	Betty Ford	1918	
845	T. Berry Brazelton	1918	
846	Wolfgang Borchert	1921	
847	Bob Banner	1921	
848	Andy Granatelli	1923	
849	Ted Stevens	1923	
850	Mary Wells Lawrence	1928	
851	Bob Monkhouse	1928	
852	Leon Fleisher	1928	
853	Gilles Perrault	1931	
854	Michel Deville	1931	
855	Dianne Feinstein	1933	
856	Alan Arkin	1934	
857	Don Maynard	1935	
858	Margo St. James	1937	
859	Bernie Madoff	1938	
860	James Caan	1940	
861	Candice Bergen	1946	
862	Daniel Balavoine	1952	
863	Pete Shelley	1955	
864	Chico Science	1966	
865	Manly P. Hall	1901	
866	Hubert Beuve-MÃ©ry	1902	
867	AnaÃ¯s Nin	1903	
868	Frits Warmolt Went	1903	
869	Marcel Lefebvre	1905	
870	Francisco Ayala	1906	
871	RenÃ© de Naurois	1906	
872	Hugh MacLennan	1907	
873	Leon Edel	1907	
874	Marinus van der Lubbe	1909	
875	John William Finn	1909	
876	Imperio Argentina	1910	
877	Sorley MacLean	1911	
878	Tom McCall	1913	
879	Tony Duquette	1914	
880	Bill Peet	1915	
881	Arnt Eliassen	1915	
882	Salvatore Fiume	1915	
883	Andrew Wyeth	1917	
884	Lawrence Ferlinghetti	1919	
885	John Paul Stevens	1920	
886	Edwin Morgan	1920	
887	Otto Graham	1921	
888	Robin Olds	1922	
889	Rose Marie	1923	
890	Robert Frank	1924	
891	Giorgio Napolitano	1925	
892	Gerald D. Hines	1925	
893	Donald O'Connor	1925	
894	Allan Sandage	1926	
895	Leonie Rysanek	1926	
896	Harvey Korman	1927	
897	Birch Bayh	1928	
898	George Deukmejian	1928	
899	Rolly Crump	1930	
900	Ross Perot	1930	
901	Ed White	1930	
902	Martha E. Bernal	1931	
903	Annie Girardot	1931	
904	Guy Bedos	1934	
905	RÃ¼diger Nehberg	1935	
906	Jean-Didier Vincent	1935	
907	Barbara Hammer	1939	
908	Bob Knight	1940	
909	Neil Bogart	1943	
910	Louie Anderson	1953	
911	Jason Alexander	1959	
912	Teri Hatcher	1964	
913	Paul Walker	1973	
914	Lil Peep	1996	
915	JosÃ© VillagrÃ¡n GarcÃ­a	1901	
916	Raymond Radiguet	1903	
917	Manuel Rosenthal	1904	
918	Dante Giacosa	1905	
919	Louis Scutenaire	1905	
920	Les Clark	1907	
921	Joan Bennett	1910	
922	Gonzalo Torrente Ballester	1910	
923	Jean FranÃ§aix	1912	
924	Kemmons Wilson	1913	
