Index,idADB,Name,BirthYear,EminenceScore
274,4253,Albert Hofmann,1906,85.00
275,44960,Althea Gibson,1927,85.00
276,55092,Amy Winehouse,1983,85.00
277,24413,Andreas Papandreou,1919,85.00
278,24408,Arnold Palmer,1929,85.00
279,5624,Ava Gardner,1922,85.00
280,10302,Barry Gibb,1946,85.00
281,4415,Bette Davis,1908,85.00
282,25383,Bette Midler,1945,85.00
283,5492,Betty White,1922,85.00
284,24501,Billie Holiday,1915,85.00
285,11236,Billy Joel,1949,85.00
286,22195,Brad Pitt,1963,85.00
287,51848,Brent Scowcroft,1925,85.00
288,39832,Britney Spears,1981,85.00
289,10664,Carlos Santana,1947,85.00
290,5835,Charles Aznavour,1924,85.00
291,86556,Chespirito,1929,85.00
292,47373,Christina Aguilera,1980,85.00
293,43559,Cindy Sherman,1954,85.00
294,35806,Clarence Thomas,1948,85.00
295,3957,Clark Gable,1901,85.00
296,104091,Claudia Goldin,1946,85.00
297,6977,Dan Rather,1931,85.00
298,90031,Daniel Ellsberg,1931,85.00
299,36011,David Letterman,1947,85.00
300,36182,David Packard,1912,85.00
301,26402,Dick (1929) Clark,1929,85.00
302,90596,Dick (1933) Clark,1933,85.00
303,4535,Django Reinhardt,1910,85.00
304,7629,Donald Sutherland,1935,85.00
305,5529,Doris Day,1922,85.00
306,48243,Dwayne Johnson,1972,85.00
307,52658,Edoardo Amaldi,1908,85.00
308,5940,Edward Gorey,1925,85.00
309,48935,Elizabeth Bishop,1911,85.00
310,24169,Ellen DeGeneres,1958,85.00
311,98275,Emmett Till,1941,85.00
312,8773,Faye Dunaway,1941,85.00
313,75718,Floyd Gottfredson,1905,85.00
314,41940,Franco Modigliani,1918,85.00
315,7399,Gene Cernan,1934,85.00
316,6867,Gene Hackman,1930,85.00
317,35757,Gene Kelly,1912,85.00
318,97094,George Dantzig,1914,85.00
319,5391,Gianni Agnelli,1921,85.00
320,24208,Gianni Versace,1946,85.00
321,4630,Ginger Rogers,1911,85.00
322,7457,Giorgio Armani,1934,85.00
323,10073,Goldie Hawn,1945,85.00
324,4973,Gregory Peck,1916,85.00
325,85065,Hans Jonas,1903,85.00
326,6223,Harry Belafonte,1927,85.00
327,6532,Helen Frankenthaler,1928,85.00
328,6219,Hubert de Givenchy,1927,85.00
329,5242,Iris Murdoch,1919,85.00
330,8521,Jack Nicklaus,1940,85.00
331,4375,Jacques Tati,1907,85.00
332,69236,James Horner,1953,85.00
333,4424,James Stewart,1908,85.00
334,4304,Janet Gaynor,1906,85.00
335,55799,Jean Baudrillard,1929,85.00
336,4601,Jean Harlow,1911,85.00
337,7232,Jean-Paul Belmondo,1933,85.00
338,5212,Jennifer Jones,1919,85.00
339,56712,Jennifer Lawrence,1990,85.00
340,49313,Jerry Goldsmith,1929,85.00
341,7667,Jerry Lee Lewis,1935,85.00
342,50120,Jim Carrey,1962,85.00
343,6391,Jim Lovell,1928,85.00
344,19582,Joan Rivers,1933,85.00
345,13824,Jodie Foster,1962,85.00
346,51486,John Madden,1936,85.00
347,12580,John Travolta,1954,85.00
348,25946,John Updike,1932,85.00
349,6028,Johnny Carson,1925,85.00
350,7023,Johnny Cash,1932,85.00
351,1478,Josef Mengele,1911,85.00
352,4142,Joseph Campbell,1904,85.00
353,168,Joseph McCarthy,1908,85.00
354,8194,Joyce Carol Oates,1938,85.00
355,186,Julia Child,1912,85.00
356,9488,Julio Iglesias,1943,85.00
357,39679,Justin Timberlake,1981,85.00
358,7659,Ken Kesey,1935,85.00
359,19568,Kurt Cobain,1967,85.00
360,36648,Kurt Waldheim,1918,85.00
361,214,Lana Turner,1921,85.00
362,35797,Larry King,1933,85.00
363,58482,Lawrence Ferlinghetti,1919,85.00
364,25891,Leonard Cohen,1934,85.00
365,6214,Leontyne Price,1927,85.00
366,281,Louis Malle,1932,85.00
367,36797,Louise Bourgeois,1911,85.00
368,87130,Luka Modrić,1985,85.00
369,26479,Lyman Spitzer,1914,85.00
370,37223,Marguerite Duras,1914,85.00
371,25102,Marguerite Yourcenar,1903,85.00
372,6125,Marilyn Monroe,1926,85.00
373,11483,Mark Spitz,1950,85.00
374,7902,Mary Tyler Moore,1936,85.00
375,86861,Maxime Faget,1921,85.00
376,49212,Michael (1954) Moore,1954,85.00
377,8805,Mike Love,1941,85.00
378,47546,Nicolae Ceausescu,1918,85.00
379,56911,Paul Bocuse,1926,85.00
380,61456,Pedro Infante,1917,85.00
381,7094,Peter O'Toole,1932,85.00
382,24044,Phil Jackson,1945,85.00
383,5563,Pierre Cardin,1922,85.00
384,5274,Pierre Soulages,1919,85.00
385,4595,Polykarp Kusch,1911,85.00
386,9678,Ray Davies,1944,85.00
387,80967,Richard Henderson,1945,85.00
388,3990,Robert Bresson,1901,85.00
389,84699,Robert Bruce Merrifield,1921,85.00
390,82710,Robert Curl,1933,85.00
391,47990,Robert Frank,1924,85.00
392,101422,Robert H. Dennard,1932,85.00
393,85959,Roger Ebert,1942,85.00
394,6316,Roger Moore,1927,85.00
395,6298,Rosalynn Carter,1927,85.00
396,6756,Ross Perot,1930,85.00
397,59055,Sachin Tendulkar,1973,85.00
398,5939,Sam Peckinpah,1925,85.00
399,86910,Samuel Barber,1910,85.00
400,7711,Sandy Koufax,1935,85.00
401,71012,Seán MacBride,1904,85.00
402,6415,Shirley Temple,1928,85.00
403,67168,Stephen Curry,1988,85.00
404,10959,Stevie Nicks,1948,85.00
405,10330,Susan Sarandon,1946,85.00
406,7021,Ted Kennedy,1932,85.00
407,94296,Thomas Starzl,1926,85.00
408,25045,Tina Turner,1939,85.00
409,46194,Tom Brady,1977,85.00
410,52042,Tony Benn,1925,85.00
411,83124,Wallace Smith Broecker,1931,85.00
412,6351,Walter Mondale,1928,85.00
413,307,Warren Beatty,1937,85.00
414,42767,Will Smith,1968,85.00
415,49693,Yogi Berra,1925,85.00
416,5968,Barbara Bush,1925,84.00
417,13013,Björn Borg,1956,84.00
418,6430,Burt Bacharach,1928,84.00
419,8914,David Crosby,1941,84.00
420,4033,David O. Selznick,1902,84.00
421,5451,Deborah Kerr,1921,84.00
422,19599,Dennis Rodman,1961,84.00
423,94108,Dick (1928) Clark,1928,84.00
424,9651,Joe Cocker,1944,84.00
425,25410,Jon Bon Jovi,1962,84.00
426,55139,Katy Perry,1984,84.00
427,5776,Max Roach,1924,84.00
428,4996,Olivia De Havilland,1916,84.00
429,4990,Robert S. McNamara,1916,84.00
430,6038,Rock Hudson,1925,84.00
431,12921,Whoopi Goldberg,1955,84.00
432,70788,Aaron Rodgers,1983,83.00
433,25711,Aaron Spelling,1923,83.00
434,53821,Albert Uderzo,1927,83.00
435,85935,Anthony Bourdain,1956,83.00
436,6637,Bob Newhart,1929,83.00
437,249,Cannonball Adderley,1928,83.00
438,5735,Charlton Heston,1923,83.00
439,48881,Chick Corea,1941,83.00
440,9803,Dennis Wilson,1944,83.00
441,39034,Donald Glaser,1926,83.00
442,86567,Henry Eyring,1901,83.00
443,244,Hugh Hefner,1926,83.00
444,5420,Jane Russell,1921,83.00
445,25379,Jayne Mansfield,1933,83.00
446,44863,Jean-Marie Le Pen,1928,83.00
447,7514,Joan Didion,1934,83.00
448,13874,Johnny Depp,1963,83.00
449,5892,Lee Iacocca,1924,83.00
450,6022,Lenny Bruce,1925,83.00
451,37405,Marcel Carné,1906,83.00
452,24546,Martha Stewart,1941,83.00
453,25560,Maurizio Pollini,1942,83.00
454,52423,Max Ophüls,1902,83.00
455,4230,Myrna Loy,1905,83.00
456,8777,Neil Diamond,1941,83.00
457,19782,Nikki Giovanni,1943,83.00
458,26565,Patrick Swayze,1952,83.00
459,41372,Paul Volcker,1927,83.00
460,8317,Ray Manzarek,1939,83.00
461,7780,Roy Orbison,1936,83.00
462,25420,Roy Rogers,1911,83.00
463,11781,Rush Limbaugh,1951,83.00
464,9828,Stephen Stills,1945,83.00
465,266,Steve McQueen,1930,83.00
466,48604,Stevie Ray Vaughan,1954,83.00
467,26160,Tom Wolfe,1930,83.00
468,238,Tony Curtis,1925,83.00
469,85492,Wes Montgomery,1923,83.00
470,217,Yves Montand,1921,83.00
471,12813,Alain Prost,1955,82.00
472,58697,Alice Schwarzer,1942,82.00
473,8841,Ann-Margret,1941,82.00
474,24526,Barbara Jordan,1936,82.00
475,6461,Bernard Buffet,1928,82.00
476,81378,Bernard d'Espagnat,1921,82.00
477,25409,Bernardo Bertolucci,1941,82.00
478,83319,Bruno Rossi,1905,82.00
479,300,Burt Reynolds,1936,82.00
480,5376,Carol Channing,1921,82.00
481,5464,Charles Bronson,1921,82.00
482,212,Charles Bukowski,1920,82.00
483,37194,Chet Baker,1929,82.00
484,158,Clara Bow,1905,82.00
485,38471,Dale Earnhardt,1951,82.00
486,25461,Dario Fo,1926,82.00
487,23952,Demi Moore,1962,82.00
488,1271,Dennis Hopper,1936,82.00
489,66973,Diana Vreeland,1903,82.00
490,5248,Dino De Laurentiis,1919,82.00
491,19722,Don Everly,1937,82.00
492,11745,Ed Harris,1950,82.00
493,5695,Ellsworth Kelly,1923,82.00
494,4703,Erich Honecker,1912,82.00
495,91545,Ferran Adrià,1962,82.00
496,4978,Ferruccio Lamborghini,1916,82.00
497,26471,Florence Griffith Joyner,1959,82.00
498,5647,Franco Zeffirelli,1923,82.00
499,6382,Frank Borman,1928,82.00
500,36222,Fred Rogers,1928,82.00
501,87120,Fritz London,1900,82.00
502,89550,Geddy Lee,1953,82.00
503,26318,Gena Rowlands,1930,82.00
504,16766,George Mikan,1924,82.00
505,35794,George Roy Hill,1921,82.00
506,4075,Georges Simenon,1903,82.00
507,6279,Gina Lollobrigida,1927,82.00
508,8268,Gordon Lightfoot,1938,82.00
509,9023,Graham Nash,1942,82.00
510,100301,Hans Wegner,1914,82.00
511,4883,Hedy Lamarr,1914,82.00
512,220,Helen Gurley Brown,1922,82.00
513,231,Henry Mancini,1924,82.00
514,43957,Jack Welch,1935,82.00
515,4675,James Callaghan,1912,82.00
516,19323,Jason Alexander,1959,82.00
517,81190,Jean Dieudonné,1906,82.00
518,82224,Jean Leray,1906,82.00
519,17568,Jerry West,1938,82.00
520,13016,Joe Montana,1956,82.00
521,170,Joseph L. Mankiewicz,1909,82.00
522,26128,Julie Taymor,1952,82.00
523,11506,Karen Carpenter,1950,82.00
524,4140,Karl Rahner,1904,82.00
525,24741,Kate Millett,1934,82.00
526,7817,Kris Kristofferson,1936,82.00
527,8993,Lesley Stahl,1941,82.00
528,86722,Manuel Álvarez Bravo,1902,82.00
529,5668,Marcel Marceau,1923,82.00
530,5878,Maurice Jarre,1924,82.00
531,70705,Michel Jouvet,1925,82.00
532,5143,Mike (1918) Wallace,1918,82.00
533,25816,Nancy Wilson,1937,82.00
534,19401,Nicolas Cage,1964,82.00
535,47549,Owen Chamberlain,1920,82.00
536,37295,Patsy Cline,1932,82.00
537,77001,Paul Walker,1973,82.00
538,8658,Pina Bausch,1940,82.00
539,74795,Priyanka Chopra,1982,82.00
540,6808,Richard Harris,1930,82.00
541,76890,Robert Shiller,1946,82.00
542,86024,Robert Wise,1914,82.00
543,73860,Rolf Widerøe,1902,82.00
544,219,Roy Campanella,1921,82.00
545,24518,Shirley Jackson,1916,82.00
546,78241,Sidney Crosby,1987,82.00
547,50999,Sidney Drell,1926,82.00
548,96139,Susan Wojcicki,1968,82.00
549,9102,Tammy Wynette,1942,82.00
550,8738,Terry Gilliam,1940,82.00
551,19476,Tina Brown,1953,82.00
552,1565,Tom Seaver,1944,82.00
553,104182,Violeta Chamorro,1929,82.00
554,43107,Wayne Thiebaud,1920,82.00
555,7648,William Friedkin,1935,82.00
556,56814,Yves Klein,1928,82.00
557,84088,Francisco Ayala,1906,81.00
558,24522,Abigail Johnson,1961,80.00
559,7691,Alain Delon,1935,80.00
560,4384,Alberto Moravia,1907,80.00
561,40195,Alfred Kastler,1902,80.00
562,10859,Alice Cooper,1948,80.00
563,4078,Anaïs Nin,1903,80.00
564,36446,Andrew Wyeth,1917,80.00
565,90785,André the Giant,1946,80.00
566,24509,Anjelica Huston,1951,80.00
567,19572,Ann (1933) Richards,1933,80.00
568,55054,Ann Dunham,1942,80.00
569,19525,Barbara Castle,1910,80.00
570,48472,Barry White,1944,80.00
571,95719,Beatrice Worsley,1921,80.00
572,61585,Bernard Haitink,1929,80.00
573,5133,Betty Ford,1918,80.00
574,97087,Beverly Cleary,1916,80.00
575,81872,Bill Monroe,1911,80.00
576,60840,Bill Shankly,1913,80.00
577,5146,Birgit Nilsson,1918,80.00
578,13684,Boy George,1961,80.00
579,323,Brian Mulroney,1939,80.00
580,82932,Bruno Latour,1947,80.00
581,72730,C. Wright Mills,1916,80.00
582,11397,Caitlyn Jenner,1949,80.00
583,10197,Candice Bergen,1946,80.00
584,8933,Cass Elliot,1941,80.00
585,1346,Charles Manson,1934,80.00
586,61498,Chavela Vargas,1919,80.00
587,5843,Chet Atkins,1924,80.00
588,4114,Claudette Colbert,1903,80.00
589,81492,Dante Giacosa,1905,80.00
590,19503,Daphne Du Maurier,1907,80.00
591,13047,David Copperfield,1956,80.00
592,276,Debbie Reynolds,1932,80.00
593,79968,Dexter Gordon,1923,80.00
594,7266,Dianne Feinstein,1933,80.00
595,10042,Don McLean,1945,80.00
596,7084,Donald Rumsfeld,1932,80.00
597,54528,Donna Reed,1921,80.00
598,14640,Drew Barrymore,1975,80.00
599,6362,Eartha Kitt,1927,80.00
600,6142,Elisabeth Kübler-Ross,1926,80.00
601,4946,Elisabeth Schwarzkopf,1915,80.00
602,7164,Ellen Burstyn,1932,80.00
603,10538,Emmylou Harris,1947,80.00
604,54580,Eric Dolphy,1928,80.00
605,5353,Eric Rohmer,1920,80.00
606,251,Erma Bombeck,1927,80.00
607,5437,Esther Williams,1921,80.00
608,86054,Eugene Stoner,1922,80.00
609,10472,Farrah Fawcett,1947,80.00
610,86174,Ferid Murad,1936,80.00
611,26624,Franco Corelli,1921,80.00
612,86964,Franz Kline,1910,80.00
613,11144,George Foreman,1949,80.00
614,38671,George Steinbrenner,1930,80.00
615,87985,Gian Carlo Wick,1909,80.00
616,38955,Gloria Vanderbilt,1924,80.00
617,6101,Gus Grissom,1926,80.00
618,5919,Gwen Verdon,1925,80.00
619,5937,Hal Holbrook,1925,80.00
620,79382,Halston,1932,80.00
621,40049,Hans Hartung,1904,80.00
622,7434,Harlan Ellison,1934,80.00
623,5504,Herman Kahn,1922,80.00
624,5303,Howard Cosell,1918,80.00
625,92465,Iwao Takamoto,1925,80.00
626,85488,J. J. Johnson,1924,80.00
627,5444,Jack Valenti,1921,80.00
628,36012,James Levine,1943,80.00
629,81639,Jasraj,1930,80.00
630,36010,Jay Leno,1950,80.00
631,3984,Jean Dubuffet,1901,80.00
632,25994,Jean Vigo,1905,80.00
633,71590,Jean-Claude Carrière,1931,80.00
634,42306,Jerry Springer,1944,80.00
635,12255,Jimmy Connors,1952,80.00
636,4740,Jimmy Hoffa,1913,80.00
637,5098,Joan Fontaine,1917,80.00
638,9399,Joe Namath,1943,80.00
639,24537,Joe Perry,1950,80.00
640,92710,John (1947) Howard,1947,80.00
641,50577,John Baldessari,1931,80.00
642,691,John Barth,1930,80.00
643,9802,John Densmore,1944,80.00
644,5307,John Paul Stevens,1920,80.00
645,7668,Johnny Mathis,1935,80.00
646,56162,Joseph Gordon-Levitt,1981,80.00
647,10023,José Feliciano,1945,80.00
648,60297,José Lezama Lima,1910,80.00
649,57631,Kirsten Dunst,1982,80.00
650,24185,Leonardo Del Vecchio,1935,80.00
651,6076,Leslie Nielsen,1926,80.00
652,55472,Liliane Bettencourt,1922,80.00
653,10262,Linda Ronstadt,1946,80.00
654,36057,Lorin Maazel,1930,80.00
655,48933,Madeleine L'Engle,1918,80.00
656,52638,Margherita Hack,1922,80.00
657,7364,Marilyn Horne,1934,80.00
658,4279,Mary Astor,1906,80.00
659,4812,Mary Martin,1913,80.00
660,24717,Mary McCarthy,1912,80.00
661,65735,María Félix,1914,80.00
662,42413,Matthew Perry,1969,80.00
663,6199,Maurice Béjart,1927,80.00
664,7953,Merle Haggard,1937,80.00
665,91966,Miguel Delibes,1920,80.00
666,55258,Miranda Lambert,1983,80.00
667,6979,Monica Vitti,1931,80.00
668,19741,Muriel Spark,1918,80.00
669,19429,Naomi Campbell,1970,80.00
670,10640,O. J. Simpson,1947,80.00
671,24013,Odetta,1930,80.00
672,6615,Oriana Fallaci,1929,80.00
673,48949,Otto Graham,1921,80.00
674,57360,Otto von Habsburg,1912,80.00
675,35856,Pauline Kael,1919,80.00
676,9512,Penny Marshall,1943,80.00
677,8305,Phil Everly,1939,80.00
